id,name,short_name,category_id,info
238,Covid_SourceRelevancev1,Covid_SourceRelevancev1,6
235,Covid_Semantics1.0,Covid_Semantics1.0,6
247,Covid_Reasoningv1,Covid_Reasoningv1,6
245,Covid_Probabilityv1,Covid_Probabilityv1,6
244,Covid_Languagev1.1,Covid_Languagev1.1,6
250,Covid_Holisiticv1.2,Covid_Holisiticv1.2,6
236,Covid_Form1.0,Covid_Form1.0,6
246,Covid_Evidencev1,Covid_Evidencev1,6
242,Covid_ArgumentRelevancev1.2,Covid_ArgumentRelevancev1.2,6
