id,created,project_id,task_id,user_id,finish_time,task_type
8637,2020-10-11t03:50:53.623813,4,2779,352,2020-10-11t04:00:22.070947,quoted sources
8638,2020-10-11t03:50:53.684937,4,2780,352,2020-10-11t04:04:55.462305,quoted sources
8639,2020-10-11t04:00:22.147349,4,2781,352,2020-10-11t04:11:09.953646,quoted sources
8640,2020-10-11t04:04:55.544708,4,2782,352,2020-10-11t04:14:28.195426,quoted sources
8641,2020-10-11t04:11:10.039666,4,2783,352,2020-10-11t04:21:38.079445,quoted sources
8642,2020-10-11t20:23:35.334941,4,2762,426,2020-10-11t20:38:10.508895,quoted sources
8643,2020-10-11t20:23:35.502651,4,2763,426,2020-10-11t20:42:24.936039,quoted sources
8644,2020-10-11t20:43:45.557473,4,2764,426,2020-10-11t20:46:05.191092,quoted sources
8645,2020-10-11t20:43:45.712858,4,2765,426,2020-10-11t20:48:31.919728,quoted sources
8646,2020-10-11t20:46:05.383166,4,2766,426,2020-10-11t20:52:38.009901,quoted sources
8647,2020-10-11t20:48:32.113906,4,2767,426,2020-10-11t20:54:22.947501,quoted sources
8648,2020-10-11t20:52:38.179028,4,2768,426,2020-10-11t20:57:50.935407,quoted sources
8649,2020-10-11t20:54:23.144364,4,2769,426,2020-10-11t21:00:38.273793,quoted sources
8650,2020-10-11t20:57:51.130670,4,2770,426,2020-10-11t21:03:18.510969,quoted sources
8651,2020-10-11t21:00:38.474922,4,2771,426,2020-10-11t21:08:43.720185,quoted sources
8652,2020-10-11t21:03:18.677143,4,2772,426,2020-10-11t21:12:13.027217,quoted sources
8653,2020-10-12t13:33:31.990350,4,2762,428,2020-10-12t13:41:40.033839,quoted sources
8654,2020-10-12t13:33:32.370187,4,2763,428,2020-10-12t13:53:07.643423,quoted sources
8655,2020-10-12t13:41:40.280393,4,2764,428,2020-10-12t14:07:21.029850,quoted sources
8656,2020-10-12t13:53:07.878518,4,2765,428,2020-10-12t14:10:25.443736,quoted sources
8657,2020-10-12t14:07:21.257683,4,2766,428,2020-10-12t14:14:04.243472,quoted sources
8658,2020-10-12t14:10:25.717990,4,2767,428,2020-10-12t14:16:03.774501,quoted sources
8659,2020-10-12t14:14:04.495681,4,2768,428,2020-10-12t14:17:47.669704,quoted sources
8660,2020-10-12t14:16:04.017351,4,2769,428,2020-10-12t14:19:55.502715,quoted sources
8661,2020-10-12t14:17:47.911463,4,2770,428,2020-10-12t14:22:04.189710,quoted sources
8662,2020-10-12t14:19:55.780466,4,2771,428,2020-10-12t14:26:34.712010,quoted sources
8663,2020-10-12t22:08:34.921984,4,2762,430,2020-10-12t22:20:02.670686,quoted sources
8664,2020-10-12t22:08:35.089329,4,2763,430,2020-10-12t22:22:02.716230,quoted sources
8665,2020-10-12t22:20:03.705797,4,2764,430,2020-10-12t22:23:22.846518,quoted sources
8666,2020-10-12t22:22:02.902104,4,2765,430,2020-10-12t22:27:01.080084,quoted sources
8667,2020-10-12t22:23:23.041862,4,2766,430,2020-10-12t22:29:58.700644,quoted sources
8668,2020-10-12t22:27:01.289728,4,2767,430,2020-10-12t22:31:23.669095,quoted sources
8669,2020-10-12t22:29:58.892273,4,2768,430,2020-10-12t22:33:22.449714,quoted sources
8670,2020-10-12t22:31:23.853550,4,2769,430,2020-10-12t22:35:56.128075,quoted sources
8671,2020-10-12t22:33:22.646624,4,2770,430,2020-10-12t22:37:29.234157,quoted sources
8672,2020-10-12t22:35:56.353125,4,2771,430,2020-10-12t22:39:58.716012,quoted sources
8686,2020-10-15t22:47:26.042843,4,2772,430,2020-10-15t22:54:14.160987,quoted sources
8687,2020-10-15t22:47:26.788692,4,2773,430,2020-10-15t22:58:23.854807,quoted sources
8697,2020-10-15t22:54:14.329114,4,2774,430,2020-10-15t23:54:25.402140,quoted sources
8728,2020-10-17t23:06:43.478002,4,2784,352,2020-10-17t23:12:16.017916,quoted sources
8729,2020-10-17t23:06:43.536634,4,2785,352,2020-10-17t23:14:05.046177,quoted sources
8730,2020-10-17t23:12:16.098100,4,2786,352,2020-10-17t23:15:57.109734,quoted sources
8731,2020-10-17t23:14:05.123395,4,2787,352,2020-10-17t23:19:19.601902,quoted sources
8751,2020-10-18t17:33:04.695253,4,2762,447,2020-10-18t17:41:59.708995,quoted sources
8752,2020-10-18t17:33:04.808074,4,2763,447,2020-10-18t17:49:10.903520,quoted sources
8753,2020-10-18t17:41:59.851187,4,2764,447,2020-10-18t17:51:20.884130,quoted sources
8754,2020-10-18t17:49:11.053763,4,2765,447,2020-10-18t17:54:31.507415,quoted sources
8755,2020-10-18t17:51:21.022920,4,2766,447,2020-10-18t17:58:35.342950,quoted sources
8756,2020-10-18t17:54:31.645727,4,2767,447,2020-10-18t18:00:20.501092,quoted sources
8757,2020-10-18t17:58:35.477497,4,2768,447,2020-10-18t18:03:22.473486,quoted sources
8758,2020-10-18t18:00:20.637829,4,2769,447,2020-10-18t18:05:59.076903,quoted sources
8759,2020-10-18t18:03:22.612083,4,2770,447,2020-10-18t18:07:27.607135,quoted sources
8760,2020-10-18t18:05:59.216185,4,2771,447,2020-10-18t18:11:36.889979,quoted sources
8761,2020-10-18t18:07:27.738519,4,2772,447,2020-10-18t18:13:20.070660,quoted sources
8762,2020-10-18t18:11:37.049225,4,2773,447,2020-10-18t18:17:52.270895,quoted sources
8768,2020-10-18t20:29:22.129535,4,2762,433,2020-10-18t20:38:14.994349,quoted sources
8769,2020-10-18t20:29:22.535493,4,2763,433,2020-10-18t20:41:14.506804,quoted sources
8770,2020-10-18t20:38:15.493797,4,2764,433,2020-10-18t20:43:46.290168,quoted sources
8771,2020-10-18t20:41:14.875471,4,2765,433,2020-10-18t20:47:30.825503,quoted sources
8772,2020-10-18t20:43:46.743500,4,2766,433,2020-10-18t20:51:08.539263,quoted sources
8773,2020-10-19t00:21:24.083384,4,2764,387,2020-10-19t00:25:09.937914,quoted sources
8774,2020-10-19t00:21:24.275271,4,2765,387,2020-10-19t00:29:13.458110,quoted sources
8786,2020-10-19t12:25:04.840242,4,2762,450,2020-10-19t12:40:19.044732,quoted sources
8787,2020-10-19t12:25:05.050370,4,2763,450,2020-10-19t13:03:36.485679,quoted sources
8788,2020-10-19t12:40:19.282277,4,2764,450,2020-10-19t13:07:27.214735,quoted sources
8789,2020-10-19t13:03:36.739610,4,2765,450,2020-10-19t13:11:48.524470,quoted sources
8790,2020-10-19t14:55:16.377844,4,2762,452,2020-10-19t15:00:16.337995,quoted sources
8791,2020-10-19t14:55:16.686817,4,2763,452,2020-10-19t15:03:06.594373,quoted sources
8792,2020-10-19t15:00:16.636442,4,2764,452,2020-10-19t15:04:23.944088,quoted sources
8793,2020-10-19t13:07:27.463518,4,2766,450,2020-10-19t15:10:25.322144,quoted sources
8794,2020-10-19t13:11:48.769142,4,2767,450,2020-10-19t15:14:00.124094,quoted sources
8795,2020-10-19t16:16:40.032015,4,2766,387,2020-10-19t16:19:53.902846,quoted sources
8796,2020-10-19t16:16:40.428414,4,2767,387,2020-10-19t16:22:14.469025,quoted sources
8797,2020-10-19t16:19:54.370346,4,2768,387,2020-10-19t16:26:40.754092,quoted sources
8809,2020-10-19t20:37:11.680672,4,2762,441,2020-10-19t20:55:54.549298,quoted sources
8816,2020-10-19t15:10:25.578160,4,2768,450,2020-10-20t12:25:04.264039,quoted sources
8817,2020-10-19t15:14:00.363182,4,2769,450,2020-10-20t15:51:21.700248,quoted sources
8818,2020-10-20t12:25:04.559785,4,2770,450,2020-10-20t15:58:05.058815,quoted sources
8830,2020-10-20t19:55:01.970608,4,2762,390,2020-10-20t20:00:58.884530,quoted sources
8831,2020-10-20t20:00:58.874716,4,2762,390,2020-10-20t20:00:58.884528,quoted sources
8832,2020-10-20t19:55:02.199609,4,2763,390,2020-10-20t20:05:02.361470,quoted sources
8833,2020-10-20t20:09:46.038158,4,2764,390,2020-10-20t20:11:34.398445,quoted sources
8834,2020-10-20t20:09:46.278200,4,2765,390,2020-10-20t20:13:21.687165,quoted sources
8835,2020-10-21t02:03:32.302471,4,2769,387,2020-10-21t02:06:35.424080,quoted sources
8836,2020-10-21t02:03:32.450679,4,2770,387,2020-10-21t02:08:50.621189,quoted sources
8839,2020-10-20t15:51:21.965704,4,2771,450,2020-10-21t12:10:21.056485,quoted sources
8840,2020-10-21t16:10:10.665361,4,2771,387,2020-10-21t16:12:24.238837,quoted sources
8841,2020-10-21t17:06:42.948117,4,2762,462,2020-10-21t17:14:26.895918,quoted sources
8848,2020-10-21t19:26:34.526166,4,2762,463,2020-10-21t19:35:54.141336,quoted sources
8852,2020-10-21t20:02:25.459642,4,2763,463,2020-10-21t20:06:48.267063,quoted sources
8853,2020-10-21t20:02:25.592847,4,2764,463,2020-10-21t20:08:25.275283,quoted sources
8854,2020-10-21t20:06:48.414166,4,2765,463,2020-10-21t20:11:41.552025,quoted sources
8866,2020-10-21t20:47:12.253664,4,2766,463,2020-10-21t20:50:03.485875,quoted sources
8867,2020-10-21t20:47:12.383797,4,2767,463,2020-10-21t20:51:41.630930,quoted sources
8868,2020-10-21t20:50:03.629789,4,2768,463,2020-10-21t20:54:41.439802,quoted sources
8869,2020-10-21t20:51:41.777747,4,2769,463,2020-10-21t21:31:46.586943,quoted sources
8870,2020-10-21t20:54:41.590300,4,2770,463,2020-10-21t22:10:13.380265,quoted sources
8871,2020-10-21t21:31:46.741614,4,2771,463,2020-10-21t22:20:19.111646,quoted sources
8872,2020-10-22t15:56:36.456297,4,2762,464,2020-10-22t16:54:49.644743,quoted sources
8889,2020-10-23t17:42:39.423520,4,2762,362,2020-10-23t17:52:05.836398,quoted sources
8890,2020-10-23t17:42:39.554618,4,2771,362,2020-10-23t18:01:10.837945,quoted sources
8891,2020-10-23t17:52:05.995573,4,2772,362,2020-10-23t18:42:38.613236,quoted sources
8892,2020-10-23t18:01:10.990470,4,2773,362,2020-10-23t18:53:40.641443,quoted sources
8893,2020-10-23t18:42:38.770787,4,2774,362,2020-10-23t19:08:26.212138,quoted sources
8894,2020-10-23t18:53:40.805365,4,2775,362,2020-10-23t19:30:53.850374,quoted sources
8919,2020-10-20t15:58:05.319750,4,2772,450,2020-10-26t12:06:58.408740,quoted sources
8932,2020-10-28t19:01:57.635072,4,2762,476,2020-10-28t19:15:30.429251,quoted sources
8935,2020-10-29t20:31:06.690478,4,2762,477,2020-10-29t20:40:02.175572,quoted sources
8936,2020-10-29t20:31:06.769731,4,2763,477,2020-10-29t20:43:48.060599,quoted sources
8937,2020-10-29t20:40:02.308506,4,2764,477,2020-10-29t20:52:56.045384,quoted sources
8938,2020-10-29t20:43:48.180355,4,2765,477,2020-10-29t21:05:44.636486,quoted sources
8939,2020-10-30t13:42:30.272543,4,2762,479,2020-10-30t13:55:03.369617,quoted sources
8940,2020-10-30t13:42:30.669421,4,2763,479,2020-10-30t14:08:28.155535,quoted sources
8961,2020-10-30t18:25:51.516368,4,2776,362,2020-10-30t18:30:11.327958,quoted sources
8963,2020-10-30t18:25:51.674705,4,2777,362,2020-10-30t18:32:05.553176,quoted sources
8968,2020-11-02t17:53:44.480713,4,2762,484,2020-11-02t17:56:50.473302,quoted sources
8969,2020-11-02t17:53:45.211755,4,2763,484,2020-11-02t18:01:21.885908,quoted sources
8970,2020-11-02t17:56:50.647792,4,2764,484,2020-11-02t18:03:37.279669,quoted sources
8971,2020-11-02t18:01:22.082554,4,2765,484,2020-11-02t18:07:00.011158,quoted sources
8972,2020-11-02t18:03:37.433638,4,2766,484,2020-11-02t18:10:18.659864,quoted sources
8973,2020-11-02t18:07:00.209199,4,2767,484,2020-11-02t18:12:40.927676,quoted sources
8974,2020-11-02t18:10:18.885676,4,2768,484,2020-11-02t18:14:22.252199,quoted sources
8975,2020-11-02t18:12:41.086972,4,2769,484,2020-11-02t18:15:43.846931,quoted sources
8976,2020-11-02t18:14:22.489486,4,2770,484,2020-11-02t18:17:11.950730,quoted sources
8977,2020-11-02t18:15:44.022273,4,2771,484,2020-11-02t18:23:53.346952,quoted sources
8978,2020-11-02t18:20:44.881742,4,2762,485,2020-11-02t18:37:59.812930,quoted sources
8979,2020-11-02t18:20:45.286547,4,2763,485,2020-11-02t18:41:37.109647,quoted sources
8980,2020-11-02t18:38:00.078260,4,2764,485,2020-11-02t18:43:40.641931,quoted sources
8981,2020-11-02t18:41:37.461785,4,2765,485,2020-11-02t18:51:56.295558,quoted sources
8983,2020-11-02t21:58:19.890151,4,2772,484,2020-11-02t22:24:38.314372,quoted sources
8984,2020-11-02t21:58:21.323939,4,2773,484,2020-11-02t22:27:05.408105,quoted sources
8986,2020-11-02t22:24:38.483115,4,2774,484,2020-11-02t22:29:21.436354,quoted sources
8987,2020-11-02t22:27:05.587988,4,2775,484,2020-11-02t22:31:12.381281,quoted sources
8988,2020-11-02t22:29:21.626685,4,2776,484,2020-11-02t22:33:04.387386,quoted sources
8989,2020-11-02t22:31:12.549964,4,2777,484,2020-11-02t22:34:03.077582,quoted sources
8990,2020-11-02t22:33:04.563470,4,2778,484,2020-11-02t22:35:18.451773,quoted sources
8991,2020-11-02t22:34:03.335586,4,2779,484,2020-11-02t22:37:20.181599,quoted sources
8992,2020-11-02t22:35:18.633997,4,2780,484,2020-11-02t22:39:08.614297,quoted sources
8993,2020-11-02t22:37:20.806066,4,2781,484,2020-11-02t22:40:33.809421,quoted sources
8994,2020-11-03t04:23:46.413565,4,2762,489,2020-11-03t04:32:04.991770,quoted sources
8995,2020-11-03t04:33:28.186144,4,2763,489,2020-11-03t04:35:51.555079,quoted sources
9012,2020-11-03t16:57:17.665357,4,2762,491,2020-11-03t17:05:26.227895,quoted sources
9019,2020-11-03t18:06:22.472580,4,2762,492,2020-11-03t18:15:49.357817,quoted sources
9022,2020-11-03t18:06:22.558052,4,2763,492,2020-11-03t18:18:22.897023,quoted sources
9023,2020-11-03t18:15:49.453479,4,2764,492,2020-11-03t18:19:55.145501,quoted sources
9024,2020-11-03t18:18:22.996362,4,2765,492,2020-11-03t18:22:36.329788,quoted sources
9027,2020-11-02t22:39:08.811200,4,2782,484,2020-11-03t18:35:32.912864,quoted sources
9028,2020-11-02t22:40:33.970894,4,2783,484,2020-11-03t18:36:51.759214,quoted sources
9029,2020-11-03t18:19:55.247244,4,2766,492,2020-11-03t18:37:31.141302,quoted sources
9030,2020-11-03t18:35:33.126555,4,2784,484,2020-11-03t18:38:53.578587,quoted sources
9031,2020-11-03t18:22:36.423540,4,2767,492,2020-11-03t18:39:12.617100,quoted sources
9032,2020-11-03t18:41:23.311737,4,2785,484,2020-11-03t18:42:48.693278,quoted sources
9033,2020-11-03t18:41:25.519431,4,2786,484,2020-11-03t18:43:49.012195,quoted sources
9034,2020-11-03t18:37:31.239431,4,2768,492,2020-11-03t18:44:10.628584,quoted sources
9035,2020-11-03t18:42:48.879149,4,2787,484,2020-11-03t18:45:26.884004,quoted sources
9037,2020-11-03t18:39:12.711536,4,2769,492,2020-11-03t18:47:36.222807,quoted sources
9038,2020-11-03t18:43:49.232963,4,3711,484,2020-11-03t18:47:37.735509,quoted sources
9039,2020-11-03t18:45:27.075942,4,3712,484,2020-11-03t18:49:03.579411,quoted sources
9040,2020-11-03t18:44:10.729473,4,2770,492,2020-11-03t18:49:13.853493,quoted sources
9042,2020-11-03t18:47:37.980155,4,3713,484,2020-11-03t18:50:30.824332,quoted sources
9045,2020-11-03t18:49:03.788840,4,3714,484,2020-11-03t18:51:48.847012,quoted sources
9052,2020-11-03t18:47:36.314333,4,2771,492,2020-11-03t18:58:33.930230,quoted sources
9053,2020-11-03t18:49:13.951696,4,2772,492,2020-11-03t19:01:43.585899,quoted sources
9062,2020-11-03t20:32:39.051964,4,2762,494,2020-11-03t20:37:33.641112,quoted sources
9067,2020-11-03t20:32:39.132130,4,2763,494,2020-11-03t21:36:42.016620,quoted sources
9068,2020-11-03t20:37:33.757044,4,2764,494,2020-11-03t21:46:17.533899,quoted sources
9069,2020-11-03t22:38:16.930532,4,2762,496,2020-11-03t22:44:56.191380,quoted sources
9072,2020-11-03t21:36:42.134488,4,2765,494,2020-11-03t23:07:29.284342,quoted sources
9096,2020-11-04t01:51:11.864816,4,2766,477,2020-11-04t21:13:00.832359,quoted sources
9097,2020-11-04t01:51:12.555130,4,2767,477,2020-11-04t21:15:17.530334,quoted sources
9098,2020-11-04t21:13:00.908207,4,2768,477,2020-11-04t21:31:30.001993,quoted sources
9104,2020-11-05t16:46:52.749578,4,3715,484,2020-11-05t19:03:21.758358,quoted sources
9105,2020-11-05t16:46:55.277264,4,3716,484,2020-11-05t19:04:38.650574,quoted sources
9106,2020-11-05t19:03:21.934058,4,3717,484,2020-11-05t19:18:42.750929,quoted sources
9107,2020-11-05t19:04:38.922277,4,3718,484,2020-11-05t19:19:34.834150,quoted sources
9108,2020-11-05t19:18:42.926639,4,3719,484,2020-11-05t19:20:42.605564,quoted sources
9109,2020-11-05t19:19:35.110007,4,3720,484,2020-11-05t19:21:29.888495,quoted sources
9110,2020-11-05t19:20:42.761751,4,3721,484,2020-11-05t19:22:40.709137,quoted sources
9111,2020-11-05t19:21:30.048935,4,3722,484,2020-11-05t19:25:00.256138,quoted sources
9112,2020-11-05t19:22:40.904449,4,3723,484,2020-11-05t19:26:25.072186,quoted sources
6825,2020-03-22t21:43:29.773780,4,2858,2,2020-03-22t21:47:50.413858,reasoning
6826,2020-03-22t21:43:29.902172,4,2859,2,2020-03-22t21:48:38.371628,reasoning
6827,2020-03-22t21:47:50.701731,4,2860,2,2020-03-22t21:49:25.026897,reasoning
6831,2020-03-22t21:48:38.614569,4,2861,2,2020-03-22t21:52:26.240991,reasoning
6833,2020-03-22t21:49:25.295052,4,2862,2,2020-03-22t21:53:22.449792,reasoning
6835,2020-03-22t21:52:26.512411,4,2863,2,2020-03-22t21:55:42.500897,reasoning
6837,2020-03-22t21:53:22.736414,4,2864,2,2020-03-22t21:57:15.284315,reasoning
6838,2020-03-22t21:55:42.744931,4,2865,2,2020-03-22t21:58:17.939642,reasoning
6841,2020-03-22t21:57:15.518047,4,2866,2,2020-03-22t22:00:29.803033,reasoning
6845,2020-03-22t21:58:18.181961,4,2867,2,2020-03-22t22:03:08.306377,reasoning
6929,2020-03-23t20:16:33.350047,4,2858,127,2020-03-23t20:23:19.345522,reasoning
6935,2020-03-23t20:16:33.455013,4,2859,127,2020-03-23t20:32:09.890182,reasoning
6938,2020-03-23t20:34:23.107209,4,2858,236,2020-03-23t20:35:34.792699,reasoning
6940,2020-03-23t20:34:23.231231,4,2859,236,2020-03-23t20:36:12.655950,reasoning
6941,2020-03-23t20:35:34.978912,4,2860,236,2020-03-23t20:36:34.601522,reasoning
6942,2020-03-23t20:36:12.834540,4,2861,236,2020-03-23t20:36:56.225247,reasoning
6943,2020-03-23t20:23:19.585461,4,2860,127,2020-03-23t20:41:06.788528,reasoning
6945,2020-03-23t20:45:24.312209,4,2861,127,2020-03-23t20:50:49.866036,reasoning
6947,2020-03-23t20:45:25.111115,4,2862,127,2020-03-23t20:53:32.243714,reasoning
6977,2020-03-23t22:10:19.424695,4,2858,238,2020-03-23t22:12:17.243721,reasoning
6978,2020-03-23t22:10:19.578552,4,2859,238,2020-03-23t22:14:22.659864,reasoning
6979,2020-03-23t22:12:17.786038,4,2860,238,2020-03-23t22:57:50.230679,reasoning
6980,2020-03-23t22:14:23.119259,4,2861,238,2020-03-23t22:58:42.318441,reasoning
6981,2020-03-23t22:57:50.508210,4,2862,238,2020-03-23t23:00:50.967558,reasoning
6982,2020-03-23t22:58:42.706395,4,2863,238,2020-03-23t23:04:09.914450,reasoning
6992,2020-03-23t23:25:57.479621,4,2863,127,2020-03-24t00:02:22.996917,reasoning
6993,2020-03-23t23:25:57.643175,4,2864,127,2020-03-24t00:07:32.154439,reasoning
6994,2020-03-24t00:09:00.321283,4,2862,30,2020-03-24t00:10:51.697136,reasoning
6995,2020-03-24t00:02:23.256255,4,2865,127,2020-03-24t00:15:08.577272,reasoning
6996,2020-03-24t00:07:32.398112,4,2866,127,2020-03-24t00:16:32.579683,reasoning
6997,2020-03-24t00:15:08.824175,4,2867,127,2020-03-24t00:18:01.790576,reasoning
7002,2020-03-24t00:31:23.020678,4,2863,239,2020-03-24t00:34:26.249787,reasoning
7003,2020-03-24t00:31:23.171469,4,2864,239,2020-03-24t00:36:31.018924,reasoning
7004,2020-03-23t21:51:37.212817,4,2858,198,2020-03-24t00:53:33.139675,reasoning
7005,2020-03-23t21:51:37.486326,4,2859,198,2020-03-24t00:55:26.325490,reasoning
7006,2020-03-24t00:55:26.541182,4,2865,198,2020-03-24t01:03:59.049916,reasoning
7007,2020-03-24t01:03:59.254720,4,2866,198,2020-03-24t01:07:21.378577,reasoning
7008,2020-03-24t01:07:21.578427,4,2867,198,2020-03-24t01:07:55.856316,reasoning
7023,2020-03-24t04:26:21.510588,4,2864,30,2020-03-24t04:26:43.679902,reasoning
7024,2020-03-24t04:26:21.707271,4,2865,30,2020-03-24t04:27:36.017690,reasoning
7025,2020-03-24t04:26:43.933090,4,2866,30,2020-03-24t04:30:42.167472,reasoning
7026,2020-03-24t04:27:36.505271,4,2867,30,2020-03-24t04:38:48.440842,reasoning
7027,2020-03-24t04:30:42.683566,4,2869,30,2020-03-24t04:40:25.860436,reasoning
7028,2020-03-24t04:38:48.725370,4,2870,30,2020-03-24t04:44:48.669010,reasoning
7029,2020-03-24t04:52:10.470693,4,2871,30,2020-03-24t04:52:34.118326,reasoning
7036,2020-03-24t05:08:18.682070,4,2869,205,2020-03-24t05:09:43.916587,reasoning
7037,2020-03-24t05:08:18.820290,4,2870,205,2020-03-24t05:10:32.875954,reasoning
7039,2020-03-24t05:09:44.128237,4,2871,205,2020-03-24t05:11:13.186020,reasoning
7140,2020-04-20t04:36:32.955522,4,2869,273,2020-04-20t04:42:35.462464,reasoning
7141,2020-04-20t04:36:33.101769,4,2870,273,2020-04-20t04:44:21.130502,reasoning
7142,2020-04-20t04:42:35.706923,4,2871,273,2020-04-20t04:44:56.277520,reasoning
7487,2020-06-06t00:47:05.556784,4,2927,127,2020-06-06t00:55:33.039608,reasoning
7488,2020-06-06t00:47:05.712844,4,3036,127,2020-06-06t00:58:46.968418,reasoning
7489,2020-06-06t00:55:33.269254,4,3051,127,2020-06-06t01:09:58.826133,reasoning
7534,2020-06-15t02:05:15.248304,4,3052,127,2020-06-15t02:10:06.757088,reasoning
7535,2020-06-15t02:05:15.411839,4,3053,127,2020-06-15t02:16:07.299350,reasoning
7536,2020-06-15t02:10:07.012525,4,3054,127,2020-06-15t02:17:58.402809,reasoning
7616,2020-06-15t23:00:07.731491,4,3055,127,2020-06-15t23:18:41.599680,reasoning
7626,2020-06-15t23:00:07.880294,4,3056,127,2020-06-15t23:28:23.088426,reasoning
7637,2020-06-16t21:46:39.378205,4,2927,198,2020-06-16t21:47:44.296976,reasoning
7638,2020-06-16t21:48:09.032387,4,3036,198,2020-06-16t21:49:31.735460,reasoning
7639,2020-06-16t21:49:51.345096,4,3051,198,2020-06-16t21:52:38.173320,reasoning
7640,2020-06-16t21:49:52.188500,4,3052,198,2020-06-16t21:53:17.216730,reasoning
7643,2020-06-16t22:11:00.590500,4,2927,234,2020-06-16t22:15:30.545729,reasoning
7646,2020-06-16t22:11:01.336781,4,3036,234,2020-06-16t22:19:29.881776,reasoning
7650,2020-06-16t22:15:30.926000,4,3051,234,2020-06-16t22:21:11.931641,reasoning
7682,2020-06-16t22:38:22.178281,4,3082,127,2020-06-16t22:57:25.208067,reasoning
7685,2020-06-16t22:38:23.044681,4,3088,127,2020-06-16t22:59:51.554843,reasoning
7686,2020-06-16t23:02:58.243031,4,2927,4,2020-06-16t23:03:37.385298,reasoning
7687,2020-06-16t23:02:58.395818,4,3036,4,2020-06-16t23:04:27.498778,reasoning
7688,2020-06-16t23:03:37.602834,4,3051,4,2020-06-16t23:04:50.790393,reasoning
7704,2020-06-16t23:30:12.368263,4,3052,1,2020-06-16t23:31:34.042378,reasoning
7705,2020-06-16t23:30:12.527919,4,3053,1,2020-06-16t23:32:52.878214,reasoning
7706,2020-06-16t23:31:34.246215,4,3054,1,2020-06-16t23:34:07.683562,reasoning
7707,2020-06-16t23:32:53.076727,4,3055,1,2020-06-16t23:35:29.739126,reasoning
7712,2020-06-16t23:04:27.723418,4,3052,4,2020-06-17t16:33:51.577287,reasoning
7713,2020-06-16t23:04:51.010474,4,3053,4,2020-06-17t16:34:28.663072,reasoning
7714,2020-06-17t16:33:51.844317,4,3054,4,2020-06-17t16:35:28.579278,reasoning
7715,2020-06-17t16:34:28.896416,4,3055,4,2020-06-17t16:36:13.932849,reasoning
7716,2020-06-17t16:35:28.807106,4,3056,4,2020-06-17t16:36:48.639454,reasoning
7717,2020-06-17t16:36:14.222525,4,3082,4,2020-06-17t16:37:34.683590,reasoning
7718,2020-06-17t16:36:48.884485,4,3088,4,2020-06-17t16:37:51.622015,reasoning
7719,2020-06-17t16:37:34.900654,4,3444,4,2020-06-17t16:41:04.313587,reasoning
7733,2020-06-19t12:42:28.302711,4,3053,198,2020-06-19t12:43:23.538834,reasoning
7734,2020-06-19t12:42:28.705110,4,3054,198,2020-06-19t12:55:01.884168,reasoning
7735,2020-06-19t12:43:23.892493,4,3055,198,2020-06-19t12:55:40.026819,reasoning
7736,2020-06-19t12:55:02.233602,4,3056,198,2020-06-19t12:58:43.281032,reasoning
7737,2020-06-19t12:55:40.374897,4,3082,198,2020-06-19t13:02:39.413010,reasoning
7738,2020-06-19t12:58:43.609739,4,3088,198,2020-06-19t13:13:47.417298,reasoning
7739,2020-06-19t13:02:39.720848,4,3444,198,2020-06-19t13:14:11.830371,reasoning
7740,2020-06-19t13:13:47.714226,4,3455,198,2020-06-19t13:16:36.464734,reasoning
7741,2020-06-19t13:14:12.138409,4,3456,198,2020-06-19t13:18:07.058431,reasoning
7742,2020-06-19t13:16:36.759521,4,3457,198,2020-06-19t13:19:41.736055,reasoning
7743,2020-06-19t13:18:07.356805,4,3458,198,2020-06-19t13:20:15.770176,reasoning
7744,2020-06-19t13:19:42.039848,4,3459,198,2020-06-19t13:23:15.804348,reasoning
7783,2020-07-01t21:22:54.278061,4,2858,137,2020-07-01t21:24:40.741060,reasoning
7784,2020-07-01t21:22:54.391126,4,2859,137,2020-07-01t21:25:14.630659,reasoning
7785,2020-07-01t21:26:05.538486,4,2860,137,2020-07-01t21:26:36.252638,reasoning
7786,2020-07-01t21:26:05.652148,4,2861,137,2020-07-01t21:27:21.639899,reasoning
7818,2020-07-04t00:53:09.439348,4,2862,137,2020-07-04t00:54:34.138302,reasoning
7819,2020-07-04t00:53:09.582120,4,2863,137,2020-07-04t00:55:43.300179,reasoning
7820,2020-07-04t00:54:34.494420,4,2864,137,2020-07-04t00:56:38.507541,reasoning
8251,2020-09-17t20:09:26.348346,4,2858,349,2020-09-17t20:10:54.026151,reasoning
8252,2020-09-17t20:09:26.535908,4,2859,349,2020-09-17t20:11:50.789019,reasoning
8253,2020-09-17t20:10:54.185215,4,2860,349,2020-09-17t20:12:42.600437,reasoning
8254,2020-09-17t20:11:50.959401,4,2861,349,2020-09-17t20:14:01.130776,reasoning
8255,2020-09-17t20:12:42.779237,4,2862,349,2020-09-17t20:15:25.178584,reasoning
8256,2020-09-17t20:14:01.302823,4,2863,349,2020-09-17t20:17:07.653005,reasoning
8257,2020-09-17t20:15:25.327832,4,2864,349,2020-09-17t20:19:08.725172,reasoning
8258,2020-09-17t20:17:07.833663,4,2865,349,2020-09-17t20:20:23.447132,reasoning
8259,2020-09-17t20:19:08.875444,4,2866,349,2020-09-17t20:22:05.266978,reasoning
8260,2020-09-17t20:20:23.617751,4,2867,349,2020-09-17t20:24:25.078448,reasoning
8261,2020-09-17t20:22:05.434325,4,2869,349,2020-09-17t20:25:50.842516,reasoning
