id,created,project_id,task_id,user_id,finish_time,task_type
7965,2020-09-07t00:28:50.209674,4,2763,331,2020-09-07t00:37:53.690610,quoted sources
7966,2020-09-07t00:34:45.179469,4,2764,331,2020-09-07t00:39:46.566979,quoted sources
7967,2020-09-07t00:37:54.140883,4,2765,331,2020-09-07t00:41:44.165866,quoted sources
7968,2020-09-07t00:39:46.692876,4,2766,331,2020-09-07t00:44:47.858591,quoted sources
7969,2020-09-07t00:41:44.691897,4,2767,331,2020-09-07t00:48:29.567043,quoted sources
7970,2020-09-07t01:24:31.586345,4,2762,332,2020-09-07t01:41:09.296078,quoted sources
7971,2020-09-07t01:24:31.695499,4,2763,332,2020-09-07t01:44:29.696833,quoted sources
7972,2020-09-07t01:41:09.443564,4,2764,332,2020-09-07t01:46:18.677050,quoted sources
7973,2020-09-07t01:44:29.837445,4,2765,332,2020-09-07t01:48:31.904171,quoted sources
7974,2020-09-07t11:45:15.689925,4,2766,332,2020-09-07t11:53:54.720410,quoted sources
7975,2020-09-07t11:45:16.273467,4,2767,332,2020-09-07t11:55:37.481043,quoted sources
7976,2020-09-07t11:53:54.916445,4,2768,332,2020-09-07t11:57:30.185643,quoted sources
7977,2020-09-07t11:55:37.626734,4,2769,332,2020-09-07t11:58:49.444542,quoted sources
7978,2020-09-07t11:57:30.331454,4,2770,332,2020-09-07t12:00:28.528278,quoted sources
7979,2020-09-07t11:58:49.581649,4,2771,332,2020-09-07t12:03:57.413454,quoted sources
7992,2020-09-08t21:15:32.550550,4,2762,335,2020-09-08t21:21:51.808000,quoted sources
7993,2020-09-08t21:15:32.931300,4,2763,335,2020-09-08t21:25:33.108177,quoted sources
7994,2020-09-08t21:21:52.138922,4,2764,335,2020-09-08t21:27:31.847510,quoted sources
8015,2020-09-08t23:11:38.128539,4,2762,336,2020-09-08t23:17:58.768805,quoted sources
8016,2020-09-08t23:11:38.269154,4,2763,336,2020-09-08t23:22:30.076048,quoted sources
8017,2020-09-08t23:17:58.955528,4,2764,336,2020-09-08t23:25:08.652498,quoted sources
8018,2020-09-08t23:22:30.247295,4,2765,336,2020-09-08t23:28:48.851400,quoted sources
8019,2020-09-08t23:25:08.818511,4,2766,336,2020-09-08t23:32:22.169728,quoted sources
8034,2020-09-09t04:03:27.159304,4,2762,337,2020-09-09t04:09:55.100137,quoted sources
8059,2020-09-10t05:47:06.959609,4,2762,339,2020-09-10t05:58:53.632644,quoted sources
8060,2020-09-10t05:47:07.271297,4,2763,339,2020-09-10t06:09:10.026086,quoted sources
8061,2020-09-10t05:58:53.914662,4,2764,339,2020-09-10t06:12:41.267310,quoted sources
8062,2020-09-10t06:09:10.319953,4,2765,339,2020-09-10t06:15:10.742197,quoted sources
8063,2020-09-10t06:12:41.870746,4,2766,339,2020-09-10t07:59:39.545820,quoted sources
8065,2020-09-10t08:52:08.969143,4,2762,340,2020-09-10t09:03:15.225564,quoted sources
8066,2020-09-10t09:03:45.320838,4,2763,340,2020-09-10t09:06:07.715534,quoted sources
8067,2020-09-10t09:03:45.593197,4,2764,340,2020-09-10t09:07:41.951665,quoted sources
8068,2020-09-10t09:08:34.432257,4,2765,340,2020-09-10t09:10:52.638568,quoted sources
8089,2020-09-11t16:53:13.790039,4,2762,341,2020-09-11t17:08:27.344414,quoted sources
8090,2020-09-11t16:53:14.237431,4,2763,341,2020-09-11t17:23:58.864395,quoted sources
8099,2020-09-11t23:00:10.524850,4,2762,342,2020-09-11t23:23:23.525379,quoted sources
8100,2020-09-11t23:00:10.681494,4,2763,342,2020-09-11t23:26:56.323964,quoted sources
8116,2020-09-14t05:06:26.597341,4,2762,345,2020-09-14t05:12:05.592032,quoted sources
8117,2020-09-15t01:54:33.757337,4,2762,346,2020-09-15t02:00:02.670417,quoted sources
8127,2020-09-15t13:35:53.520563,4,2762,201,2020-09-15t14:06:20.687695,quoted sources
8177,2020-09-16t04:19:13.722633,4,2763,345,2020-09-16t04:28:18.567392,quoted sources
8178,2020-09-16t04:19:13.790866,4,2764,345,2020-09-16t04:30:30.758549,quoted sources
8179,2020-09-16t04:28:18.662090,4,2765,345,2020-09-16t04:34:21.464643,quoted sources
8180,2020-09-16t04:30:30.847046,4,2766,345,2020-09-16t04:38:45.143293,quoted sources
8181,2020-09-16t04:34:21.553711,4,2767,345,2020-09-16t04:46:18.145465,quoted sources
8182,2020-09-16t04:38:45.244574,4,2768,345,2020-09-16t04:52:27.309483,quoted sources
8183,2020-09-16t04:46:18.235613,4,2769,345,2020-09-16t05:25:04.893173,quoted sources
8184,2020-09-16t04:52:27.395646,4,2770,345,2020-09-16t05:27:20.029758,quoted sources
8185,2020-09-16t05:25:04.986756,4,2771,345,2020-09-16t05:33:16.861002,quoted sources
8186,2020-09-16t05:27:20.132954,4,2772,345,2020-09-16t05:41:15.782221,quoted sources
8187,2020-09-16t05:42:56.874544,4,2762,347,2020-09-16t05:50:02.856775,quoted sources
8188,2020-09-16t05:42:57.314613,4,2763,347,2020-09-16t05:52:24.999370,quoted sources
8189,2020-09-16t10:09:59.015967,4,2763,221,2020-09-16t10:13:41.809890,quoted sources
8190,2020-09-16t10:09:59.084798,4,2764,221,2020-09-16t10:16:44.866929,quoted sources
8191,2020-09-16t10:13:41.901608,4,2765,221,2020-09-16t10:18:19.484790,quoted sources
8200,2020-09-16t21:03:12.070722,4,2773,345,2020-09-16t21:05:03.320378,quoted sources
8201,2020-09-16t21:03:12.144291,4,2774,345,2020-09-16t21:06:32.383343,quoted sources
8202,2020-09-16t21:05:03.420588,4,2775,345,2020-09-16t21:08:34.060079,quoted sources
8203,2020-09-16t21:06:32.477536,4,2776,345,2020-09-16t21:09:55.531366,quoted sources
8204,2020-09-16t21:10:01.337874,4,2777,345,2020-09-16t21:11:35.096906,quoted sources
8205,2020-09-16t21:10:01.801354,4,2778,345,2020-09-16t21:12:50.877230,quoted sources
8207,2020-09-16t21:11:35.200227,4,2779,345,2020-09-16t21:14:20.773072,quoted sources
8210,2020-09-16t21:12:50.974819,4,2780,345,2020-09-16t21:17:25.993483,quoted sources
8233,2020-09-16t21:14:20.873660,4,2781,345,2020-09-16t21:55:04.199454,quoted sources
8289,2020-09-20t20:30:31.921476,4,2763,352,2020-09-20t20:38:17.441492,quoted sources
8290,2020-09-20t20:30:31.964366,4,2764,352,2020-09-20t20:43:28.391976,quoted sources
8291,2020-09-20t20:38:17.511139,4,2765,352,2020-09-20t21:02:30.681933,quoted sources
8303,2020-09-23t14:05:35.161779,4,2763,356,2020-09-23t14:14:41.506246,quoted sources
8304,2020-09-23t14:05:35.285532,4,2764,356,2020-09-23t14:19:43.955000,quoted sources
8306,2020-09-25t13:24:11.993329,4,2763,360,2020-09-25t13:28:53.022425,quoted sources
8307,2020-09-25t13:24:12.183993,4,2764,360,2020-09-25t13:31:02.909365,quoted sources
8308,2020-09-25t13:44:52.128288,4,2763,361,2020-09-25t13:53:15.561413,quoted sources
8309,2020-09-25t13:44:52.491954,4,2764,361,2020-09-25t13:55:50.038162,quoted sources
8310,2020-09-25t13:53:15.727562,4,2765,361,2020-09-25t13:58:58.221239,quoted sources
8311,2020-09-25t13:55:50.245570,4,2766,361,2020-09-25t14:02:55.031205,quoted sources
8312,2020-09-25t14:13:29.137566,4,2763,362,2020-09-25t14:40:19.728503,quoted sources
8313,2020-09-25t14:13:29.273524,4,2764,362,2020-09-25t14:43:49.833712,quoted sources
8314,2020-09-25t14:40:19.870489,4,2765,362,2020-09-25t14:51:33.692084,quoted sources
8315,2020-09-25t14:43:49.972257,4,2766,362,2020-09-25t14:55:47.841998,quoted sources
8316,2020-09-25t14:51:33.835743,4,2767,362,2020-09-25t14:58:41.786085,quoted sources
8317,2020-09-25t14:55:47.988001,4,2768,362,2020-09-25t15:01:16.829243,quoted sources
8318,2020-09-25t14:58:41.925927,4,2769,362,2020-09-25t15:05:30.034357,quoted sources
8319,2020-09-25t14:59:14.221966,4,2763,364,2020-09-25t15:05:56.455787,quoted sources
8320,2020-09-25t15:01:16.962172,4,2770,362,2020-09-25t15:07:31.006913,quoted sources
8321,2020-09-25t14:59:14.331675,4,2764,364,2020-09-25t15:29:59.561244,quoted sources
8322,2020-09-25t15:05:56.621773,4,2765,364,2020-09-25t15:35:43.222877,quoted sources
8493,2020-10-04t13:57:11.419136,4,2764,385,2020-10-04t14:07:40.528675,quoted sources
8494,2020-10-04t13:57:11.519861,4,2765,385,2020-10-04t14:17:51.048540,quoted sources
8495,2020-10-04t14:07:40.691545,4,2766,385,2020-10-04t14:31:50.875887,quoted sources
8496,2020-10-04t14:17:51.180704,4,2767,385,2020-10-04t14:35:14.817820,quoted sources
8497,2020-10-04t14:31:51.020326,4,2768,385,2020-10-04t14:40:42.984683,quoted sources
8498,2020-10-04t14:35:14.947157,4,2769,385,2020-10-04t14:46:11.687896,quoted sources
8499,2020-10-04t14:40:43.143138,4,2770,385,2020-10-04t14:48:16.850729,quoted sources
8500,2020-10-04t14:46:11.812790,4,2771,385,2020-10-04t14:55:45.750230,quoted sources
8501,2020-10-04t14:48:16.987432,4,2772,385,2020-10-04t15:00:28.362488,quoted sources
8502,2020-10-04t14:55:45.876007,4,2773,385,2020-10-04t15:05:40.067950,quoted sources
8503,2020-10-04t15:00:28.494690,4,2774,385,2020-10-04t15:12:55.099000,quoted sources
8504,2020-10-04t15:05:40.225112,4,2775,385,2020-10-04t15:18:30.162047,quoted sources
8505,2020-10-04t15:12:55.243498,4,2776,385,2020-10-04t15:21:11.006711,quoted sources
8506,2020-10-04t15:18:30.303048,4,2777,385,2020-10-04t15:22:21.208350,quoted sources
8507,2020-10-04t15:21:11.137042,4,2778,385,2020-10-04t15:24:07.459540,quoted sources
8508,2020-10-05t19:08:20.474820,4,2762,356,2020-10-05t19:20:20.494150,quoted sources
8509,2020-10-05t19:08:20.599665,4,2765,356,2020-10-05t19:31:58.511285,quoted sources
8510,2020-10-06t06:50:29.229241,4,2762,386,2020-10-06t07:09:47.658517,quoted sources
8511,2020-10-06t06:50:30.312833,4,2763,386,2020-10-06t07:13:45.750827,quoted sources
8512,2020-10-06t07:15:32.923647,4,2764,386,2020-10-06t07:21:31.808492,quoted sources
8523,2020-10-06t11:09:12.200475,4,2762,389,2020-10-06t11:34:09.710205,quoted sources
8524,2020-10-06t11:09:12.527415,4,2763,389,2020-10-06t11:38:13.555561,quoted sources
8525,2020-10-06t11:34:10.027386,4,2764,389,2020-10-06t11:41:00.600598,quoted sources
8526,2020-10-06t11:38:13.859365,4,2765,389,2020-10-06t11:48:15.968637,quoted sources
8530,2020-10-06t21:06:12.838157,4,2762,376,2020-10-06t21:14:52.707014,quoted sources
8532,2020-10-07t04:35:16.388885,4,2762,397,2020-10-07t04:46:48.487733,quoted sources
8533,2020-10-07t13:49:33.418991,4,2763,376,2020-10-07t13:53:42.557106,quoted sources
8534,2020-10-07t13:49:33.516292,4,2764,376,2020-10-07t13:55:01.160743,quoted sources
8535,2020-10-07t13:53:42.680431,4,2765,376,2020-10-07t13:58:14.450598,quoted sources
8537,2020-10-08t02:35:55.062315,4,2762,402,2020-10-08t02:49:42.220367,quoted sources
8538,2020-10-08t02:35:55.248316,4,2763,402,2020-10-08t02:52:37.853735,quoted sources
8539,2020-10-08t09:51:44.300754,4,2767,339,2020-10-08t10:00:01.102055,quoted sources
8540,2020-10-08t17:30:03.199241,4,2762,407,2020-10-08t17:38:34.087404,quoted sources
8541,2020-10-08t17:30:03.429444,4,2763,407,2020-10-08t17:43:08.111818,quoted sources
8594,2020-10-09t20:28:17.607024,4,2762,387,2020-10-09t20:37:38.073706,quoted sources
8595,2020-10-09t20:28:17.829821,4,2763,387,2020-10-09t20:40:56.275290,quoted sources
8623,2020-10-11t02:07:00.713034,4,2762,352,2020-10-11t02:17:10.607725,quoted sources
8624,2020-10-11t02:07:00.782166,4,2766,352,2020-10-11t02:25:27.789252,quoted sources
8625,2020-10-11t02:17:10.692486,4,2767,352,2020-10-11t02:28:05.579600,quoted sources
8626,2020-10-11t02:25:27.870421,4,2768,352,2020-10-11t02:32:23.459390,quoted sources
8627,2020-10-11t02:28:05.650290,4,2769,352,2020-10-11t02:36:38.077992,quoted sources
8628,2020-10-11t02:32:23.603535,4,2770,352,2020-10-11t02:39:23.253505,quoted sources
8629,2020-10-11t02:36:38.155488,4,2771,352,2020-10-11t02:45:22.975862,quoted sources
8630,2020-10-11t02:39:23.332219,4,2772,352,2020-10-11t02:49:37.224106,quoted sources
8631,2020-10-11t02:45:23.053659,4,2773,352,2020-10-11t03:15:58.255648,quoted sources
8632,2020-10-11t02:49:37.309868,4,2774,352,2020-10-11t03:22:20.431172,quoted sources
8633,2020-10-11t03:15:58.350454,4,2775,352,2020-10-11t03:29:52.934069,quoted sources
8634,2020-10-11t03:22:20.509684,4,2776,352,2020-10-11t03:38:27.106230,quoted sources
8635,2020-10-11t03:29:53.010370,4,2777,352,2020-10-11t03:40:40.125745,quoted sources
8636,2020-10-11t03:38:27.184125,4,2778,352,2020-10-11t03:43:17.106838,quoted sources
